WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT
40,31,35,88,87,-82,-85,-87,-92,-92,37.69060447
35,31,88,90,91,-84,-90,-91,-91,-91,37.09931443
35,31,88,90,91,-84,-90,-91,-91,-91,38.60484722
40,43,46,44,45,-74,-77,-77,-77,-77,34.81851314
40,43,46,44,45,-74,-77,-77,-77,-77,35.36372633
40,43,46,44,45,-74,-77,-77,-77,-77,38.99561461
40,43,46,44,45,-74,-77,-77,-77,-77,35.49637897
40,43,46,44,45,-74,-77,-77,-77,-77,35.82048715
40,43,46,44,45,-74,-77,-77,-77,-77,36.89063493
40,43,46,44,45,-74,-77,-77,-77,-77,35.67780831
40,43,46,44,45,-74,-77,-77,-77,-77,36.28980338
40,43,46,44,45,-74,-77,-77,-77,-77,36.3458391
79,77,80,76,78,-60,-60,-61,-61,-61,38.56451005
79,77,80,76,78,-60,-60,-61,-61,-61,39.23325647
79,77,80,76,78,-55,-55,-56,-56,-56,38.86707993
79,77,80,76,78,-55,-55,-56,-56,-56,40.21365668
79,77,80,76,78,-55,-55,-56,-56,-56,38.37389936
79,77,80,76,78,-55,-55,-56,-56,-56,37.50580684
79,77,80,76,78,-55,-55,-56,-56,-56,36.44582579
79,77,80,76,78,-55,-55,-56,-56,-56,38.55557797
79,77,80,76,78,-55,-55,-56,-56,-56,39.24963301
79,77,80,76,78,-55,-55,-56,-56,-56,36.54955366
79,77,80,76,78,-55,-55,-56,-56,-56,37.60143021
79,77,80,76,78,-55,-55,-56,-56,-56,36.50275902
79,77,80,76,78,-55,-55,-56,-56,-56,34.67844406
79,80,76,77,78,-73,-73,-73,-73,-73,35.76545605
79,80,76,77,78,-73,-73,-73,-73,-73,35.4579709
79,80,76,77,78,-73,-73,-73,-73,-73,36.40937151
79,80,76,77,78,-73,-73,-73,-73,-73,34.80480938
79,80,76,77,78,-73,-73,-73,-73,-73,36.19024911
79,80,76,77,78,-73,-73,-73,-73,-73,36.559455
79,80,76,77,78,-73,-73,-73,-73,-73,37.774041
79,80,76,77,78,-73,-73,-73,-73,-73,39.6449298
79,80,76,77,78,-73,-73,-73,-73,-73,41.18164169
79,80,76,77,78,-73,-73,-73,-73,-73,41.03324324
79,80,76,77,78,-73,-73,-73,-73,-73,40.50928683
79,80,76,77,78,-73,-73,-73,-73,-73,42.72446469
79,80,76,77,78,-73,-73,-73,-73,-73,43.07619804
79,80,76,77,78,-73,-73,-73,-73,-73,43.23345878
87,88,89,90,91,-69,-69,-70,-70,-70,43.48013308
87,88,89,90,91,-69,-69,-70,-70,-70,43.17540928
87,88,89,90,91,-69,-69,-70,-70,-70,42.91258545
87,88,89,90,91,-69,-69,-70,-70,-70,39.0742701
87,88,89,90,91,-73,-73,-73,-73,-74,36.36947412
87,88,89,90,91,-73,-73,-73,-73,-74,35.97777804
87,88,89,90,91,-73,-73,-73,-73,-74,37.69284723
87,88,89,90,91,-73,-73,-73,-73,-74,37.48367809
87,88,89,90,91,-73,-73,-73,-73,-74,39.71012058
87,88,89,90,91,-73,-73,-73,-73,-74,42.61883948
87,88,89,90,91,-73,-73,-73,-73,-74,47.16517736
87,88,89,90,91,-73,-73,-73,-73,-74,46.09015611
87,88,89,90,91,-73,-73,-73,-73,-74,48.92851929
87,88,89,90,91,-73,-73,-73,-73,-74,51.72855364
87,88,89,90,91,-73,-73,-73,-73,-74,47.13247257
87,88,89,90,91,-73,-73,-73,-73,-74,43.8024128
87,88,89,90,91,-73,-73,-73,-73,-74,43.99102275
87,88,89,90,91,-73,-73,-73,-73,-74,41.58216611
