WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT
45,46,47,48,43,-51,-51,-51,-51,-51,36.96105557
45,46,47,48,43,-51,-51,-51,-51,-51,37.22184437
45,46,47,48,43,-51,-51,-51,-51,-51,36.45241172
45,46,47,48,43,-51,-51,-51,-51,-51,38.06034958
44,45,46,48,47,-48,-53,-53,-53,-54,34.98557878
44,45,46,48,47,-48,-53,-53,-53,-54,37.42609253
45,46,43,47,48,-50,-50,-50,-51,-51,34.7661745
45,46,43,47,48,-50,-50,-50,-51,-51,41.01918883
45,46,47,48,44,-53,-53,-53,-53,-57,41.30356519
44,45,46,47,48,-53,-53,-53,-53,-54,41.10656288
44,45,46,47,48,-53,-53,-53,-53,-54,42.11341006
44,45,46,47,48,-53,-54,-54,-54,-54,41.92469795
45,46,47,48,44,-56,-56,-56,-57,-59,44.65080443
45,46,47,48,44,-56,-56,-56,-57,-59,46.88323886
44,45,46,47,48,-49,-53,-54,-54,-54,50.24122961
44,45,46,47,48,-49,-53,-54,-54,-54,48.22828557
44,46,45,47,48,-50,-55,-56,-56,-56,43.95887499
48,44,46,47,39,-53,-54,-54,-54,-63,39.67900992
48,44,46,47,39,-53,-54,-54,-54,-63,34.67675087
45,46,47,48,44,-47,-47,-47,-47,-52,37.86513479
44,45,46,47,48,-46,-49,-49,-49,-49,38.44461475
38,39,40,41,42,-51,-52,-52,-52,-52,29.29232673
46,47,45,48,40,-49,-49,-50,-50,-57,23.53999983
46,47,45,48,40,-49,-49,-50,-50,-57,22.63623847
40,41,39,38,44,-62,-62,-64,-64,-65,22.58889841
40,41,39,38,44,-62,-62,-64,-64,-65,22.73448239
41,42,39,47,38,-63,-63,-64,-64,-64,22.61797886
41,42,39,47,38,-63,-63,-64,-64,-64,22.57325653
39,38,44,47,48,-65,-65,-70,-70,-70,22.885769
44,47,48,45,46,-56,-57,-57,-58,-58,36.21320701
44,47,48,45,46,-56,-57,-57,-58,-58,36.56528268
44,39,38,42,40,-49,-51,-51,-52,-53,40.18468108
44,39,38,42,40,-49,-51,-51,-52,-53,33.48324303
45,46,47,48,43,-53,-53,-53,-53,-54,38.61239586
44,45,46,47,48,-47,-52,-52,-52,-52,48.46317364
44,45,46,47,48,-47,-52,-52,-52,-52,52.93338606
45,46,47,48,44,-51,-51,-51,-51,-56,54.64437809
45,46,47,48,44,-51,-51,-51,-51,-56,44.71828867
44,47,48,45,46,-52,-55,-55,-56,-56,24.02093356
44,39,40,41,42,-43,-44,-44,-44,-44,39.18224459
42,39,38,41,40,-47,-48,-48,-48,-49,33.12204623
42,39,38,41,40,-47,-48,-48,-48,-49,44.24423404
44,45,46,47,48,-52,-52,-52,-52,-52,41.52219468
44,40,41,42,39,-53,-53,-53,-53,-54,36.52822746
45,46,47,48,43,-49,-49,-49,-49,-49,36.72716659
44,49,52,51,50,-49,-66,-66,-66,-66,36.64440945
44,49,52,51,50,-49,-66,-66,-66,-66,36.66652536
44,48,45,46,47,-49,-49,-50,-50,-50,36.70373363
44,48,45,46,47,-49,-49,-50,-50,-50,36.68983735
44,45,46,47,48,-49,-49,-49,-49,-49,36.72518394
44,45,46,47,48,-49,-49,-49,-49,-49,36.96365633
44,45,46,47,48,-49,-49,-49,-49,-49,37.06804936
46,47,48,45,44,-54,-54,-54,-55,-58,37.10042162
44,45,46,47,48,-55,-57,-57,-57,-57,37.02961824
44,45,46,47,48,-55,-57,-57,-57,-57,35.97271373
45,46,47,48,44,-50,-50,-50,-50,-54,33.81606309
45,46,47,48,44,-50,-50,-50,-50,-54,38.05427771
45,46,47,48,39,-54,-54,-54,-54,-57,41.0902268
45,46,47,48,44,-51,-51,-51,-52,-57,46.29898694
45,46,47,48,44,-51,-51,-51,-52,-57,46.92133387
44,45,46,47,48,-45,-49,-49,-49,-49,45.51698741
44,45,46,47,48,-45,-51,-51,-51,-51,34.47439465
44,45,46,47,48,-45,-51,-51,-51,-51,38.24749628
39,38,42,40,41,-46,-46,-46,-47,-47,42.57869552
45,46,47,48,44,-55,-55,-55,-55,-60,42.85618922
45,46,47,48,44,-55,-55,-55,-55,-60,34.73957592
45,46,47,48,43,-35,-35,-35,-35,-35,37.80743445
44,45,46,47,48,-46,-50,-50,-50,-50,33.60575185
44,45,46,47,48,-46,-50,-50,-50,-50,35.71218601
45,46,47,48,39,-52,-53,-53,-53,-56,36.91250575
45,46,47,48,39,-52,-53,-53,-53,-56,36.56040325
44,39,45,46,47,-53,-59,-59,-59,-59,35.16907752
44,39,45,46,47,-53,-59,-59,-59,-59,37.5733235
