WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,37.33810594,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,37.25380283,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-55,36.68102118,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a4:65,-51,-51,-51,-52,-55,36.6878843,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a4:65,-51,-51,-51,-52,-55,35.93382454,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-50,-51,34.99406688,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-62,45.82060222,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-62,46.12925804,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-62,-62,-62,-62,-62,46.27167197,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-62,-62,-62,-62,-62,46.1358309,indoor
f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,-57,-60,-61,-66,-66,45.47597129,indoor
f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-60,-61,-61,-61,-70,41.12346537,indoor
f4:2e:7f:79:a0:33,f4:2e:7f:79:a0:34,f4:2e:7f:79:a0:35,f4:2e:7f:79:a0:36,f4:2e:7f:79:a0:32,-51,-51,-51,-51,-52,36.52717645,indoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,35.76991496,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,34.20089431,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,39.11562793,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,37.1505331,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,38.48643354,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,39.98304236,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,42.34572182,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,43.60645116,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,38.47615879,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,37.28406907,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,36.94811343,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,39.78019901,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,39.6880398,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,40.59504605,outdoor
84:16:f9:c8:c9:c8,ec:08:6b:8a:63:26,84:16:f9:c8:c6:67,84:16:f9:c8:c9:c9,f4:2e:7f:79:a3:24,-75,-83,-83,-87,-89,42.55370573,outdoor
f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,-82,-82,-82,-82,-83,43.26179335,outdoor
f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d3,f4:2e:7f:79:9c:d4,-82,-82,-82,-82,-83,44.65456747,outdoor
f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,f4:2e:7f:79:9c:c6,f4:2e:7f:79:9c:c2,-80,-80,-80,-80,-81,43.08195174,outdoor
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,f4:2e:7f:79:9c:d3,-67,-67,-67,-67,-67,44.77731632,outdoor
f4:2e:7f:79:9c:d2,f4:2e:7f:79:9c:d4,f4:2e:7f:79:9c:d5,f4:2e:7f:79:9c:d6,f4:2e:7f:79:9c:d3,-67,-67,-67,-67,-67,41.33566064,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,39.53855849,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,42.47334585,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,45.71834682,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,44.12130246,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,42.90450453,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,44.34902546,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,45.70862146,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,44.04478256,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,41.40310277,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,43.18458011,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,48.63550507,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,50.16929348,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,50.57219468,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,49.06540348,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,46.05080892,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,49.63353004,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,49.93704044,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,45.63646314,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,42.04420833,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,40.06519345,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,42.9054548,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,43.62099003,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,44.18131421,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,42.71839852,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,40.71772621,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,39.56457495,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,35.97212496,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,37.24178352,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,37.94012392,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,39.15759051,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,36.94548679,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,37.53857391,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,38.11799532,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,40.41863149,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,41.28862124,outdoor
f4:2e:7f:79:a0:26,f4:2e:7f:79:9c:c2,f4:2e:7f:79:9c:c3,f4:2e:7f:79:9c:c4,f4:2e:7f:79:9c:c5,-80,-81,-81,-81,-82,43.36061794,outdoor
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-69,-69,-70,-70,-71,43.05245682,outdoor
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-69,-69,-70,-70,-71,42.5010699,outdoor
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,-61,-61,-61,-61,-62,41.20742061,outdoor
f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,-61,-61,-61,-61,-62,40.43724039,outdoor
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-73,-77,-77,-77,-77,46.41216292,outdoor
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-73,-77,-77,-77,-77,44.76788007,outdoor
f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-73,-77,-77,-77,-77,44.76788007,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.44279127,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,44.53086349,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,47.39521491,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,47.79034413,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.93666257,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,48.20778695,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.80422,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,47.74514762,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.45625495,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,37.89198451,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.75512189,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.07225796,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,40.16486714,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,43.8614902,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,45.07314206,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,45.52015189,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.97826315,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.85478779,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,45.76784947,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.72074097,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.03005133,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.73621381,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,44.42402249,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,45.41107005,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,43.03451643,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,41.41043464,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.41270331,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.44821598,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,45.94922788,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.30773319,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,40.53672501,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.68548845,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.50088302,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,39.59679133,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.8358399,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,43.71003057,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,46.8400182,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,41.34487491,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,41.47300927,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.45688875,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,42.74175268,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,39.54655707,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,38.64288686,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.88030095,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,35.05001484,outdoor
84:16:f9:c8:c9:c8,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-69,-72,-72,-72,-74,33.61039195,outdoor
