WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-63,-64,-64,-64,-64,42.39004907,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-63,-64,-64,-64,-64,42.69703436,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-67,-67,-72,-77,-77,44.13204563,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-52,-54,-54,-54,-55,48.93436941,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-52,-54,-54,-54,-55,42.02343242,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:32,-44,-44,-44,-45,-46,43.49118198,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-54,-54,-54,-54,-62,45.13264008,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-54,-54,-54,-54,-54,45.84009923,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-47,-52,-53,-53,-53,42.13412132,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-47,-52,-53,-53,-53,40.75689527,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,40.89691452,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,38.95880612,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-38,-38,-38,-39,-49,38.23091238,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,33.94430288,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,37.4599265,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,-54,-54,-55,-56,-56,37.35899271,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:98:f0,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-52,-84,-84,-85,-86,33.86038985,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:98:f0,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-52,-84,-84,-85,-86,39.65782601,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-57,-57,-58,-58,-59,39.6048475,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-56,-56,-56,-56,-56,34.66662167,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-56,-56,-56,-56,-56,35.05953015,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-54,-54,-55,-55,-59,36.62662479,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-58,40.2871847,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-58,40.56149032,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:32,-55,-55,-55,-56,-59,40.52691886,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:32,-55,-55,-55,-56,-59,35.21401331,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-49,-50,36.54715223,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-49,-50,38.50213379,indoor
f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:32,-58,-59,-59,-59,-60,38.7076334,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-57,-57,-57,-57,37.2549939,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-57,-57,-57,-57,37.44204017,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-53,-53,-53,-54,-54,37.6464523,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-53,-53,-53,-54,-54,37.65612357,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-54,37.61479013,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-54,37.82732793,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:26,-47,-47,-48,-48,-48,37.68697852,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:26,-47,-47,-48,-48,-48,37.40490547,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-46,-51,-52,-52,-52,36.06807122,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-51,-53,-53,-53,-54,34.78078321,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-51,-53,-53,-53,-54,40.30152921,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.47128379,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,37.06795386,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.96105557,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,37.22184437,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.45241172,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,38.06034958,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,-48,-53,-53,-53,-54,34.98557878,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,-48,-53,-53,-53,-54,37.42609253,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-50,-50,-51,-51,34.7661745,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-50,-50,-51,-51,41.01918883,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,41.30356519,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-53,-53,-53,-54,41.10656288,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-53,-53,-53,-54,42.11341006,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-54,-54,-54,-54,41.92469795,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-59,44.65080443,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-59,46.88323886,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-53,-54,-54,-54,50.24122961,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-53,-54,-54,-54,48.22828557,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-55,-56,-56,-56,43.95887499,indoor
f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:23,-53,-54,-54,-54,-63,39.67900992,indoor
f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:23,-53,-54,-54,-54,-63,34.67675087,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-47,-47,-47,-47,-52,37.86513479,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-49,-49,-49,-49,38.44461475,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-51,-52,-52,-52,-52,29.29232673,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:24,-49,-49,-50,-50,-57,23.53999983,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:24,-49,-49,-50,-50,-57,22.63623847,indoor
f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,-62,-62,-64,-64,-65,22.58889841,indoor
f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,-62,-62,-64,-64,-65,22.73448239,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e2,,,-65,-89,-91,,,22.69012823,indoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:22,-63,-63,-64,-64,-64,22.61797886,indoor
f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:22,-63,-63,-64,-64,-64,22.57325653,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-65,-65,-70,-70,-70,22.885769,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-56,-57,-57,-58,-58,36.21320701,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-56,-57,-57,-58,-58,36.56528268,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,-49,-51,-51,-52,-53,40.18468108,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,-49,-51,-51,-52,-53,33.48324303,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-53,-53,-53,-53,-54,38.61239586,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-52,-52,-52,-52,48.46317364,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-52,-52,-52,-52,52.93338606,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-56,54.64437809,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-56,44.71828867,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-52,-55,-55,-56,-56,24.02093356,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-43,-44,-44,-44,-44,39.18224459,indoor
f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:24,-47,-48,-48,-48,-49,33.12204623,indoor
f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:24,-47,-48,-48,-48,-49,44.24423404,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-52,-52,-52,-52,41.52219468,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,-53,-53,-53,-53,-54,36.52822746,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-49,-49,-49,-49,-49,36.72716659,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,-49,-66,-66,-66,-66,36.64440945,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,-49,-66,-66,-66,-66,36.66652536,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-49,-49,-50,-50,-50,36.70373363,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-49,-49,-50,-50,-50,36.68983735,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,36.72518394,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,36.96365633,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,37.06804936,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:32,-54,-54,-54,-55,-58,37.10042162,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-55,-57,-57,-57,-57,37.02961824,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-55,-57,-57,-57,-57,35.97271373,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-54,33.81606309,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-54,38.05427771,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-54,-54,-54,-54,-57,41.0902268,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-57,46.29898694,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-57,46.92133387,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-49,-49,-49,-49,45.51698741,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-51,-51,-51,-51,34.47439465,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-51,-51,-51,-51,38.24749628,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,-46,-46,-46,-47,-47,42.57869552,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-55,-55,-55,-55,-60,42.85618922,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-55,-55,-55,-55,-60,34.73957592,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-35,-35,-35,-35,-35,37.80743445,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-50,-50,-50,-50,33.60575185,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-50,-50,-50,-50,35.71218601,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-52,-53,-53,-53,-56,36.91250575,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-52,-53,-53,-53,-56,36.56040325,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-59,-59,-59,-59,35.16907752,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-59,-59,-59,-59,37.5733235,indoor
f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-58,35.0349644,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:30,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-48,-54,-65,-65,-65,37.8107712,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:30,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-48,-54,-65,-65,-65,42.44715234,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-54,-54,-54,-54,-57,39.43039568,indoor
f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-54,-54,-54,-54,-57,39.23692775,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-52,-52,-52,-52,38.76364112,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-52,-52,-52,-52,43.85633701,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-67,-68,-69,-69,-69,36.68713067,indoor
f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-67,-68,-69,-69,-69,39.26105786,indoor
f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:32,-52,-52,-52,-53,-54,46.19869409,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-47,-49,-50,-50,-50,48.99445421,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,45.46347961,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,33.43544094,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,38.10556305,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,34.70583166,indoor
f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,36.7362774,indoor
