WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT,LOCATION,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-47,-47,-47,-47,-48,36.33455924,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-46,-46,-48,-48,-50,40.77569706,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-58,-58,-58,-58,-59,40.73475558,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-56,-57,-57,-57,-58,40.58919396,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-56,-57,-57,-57,-58,33.49010173,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-57,-57,-57,-57,-61,26.43142176,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-54,-54,-55,-55,-58,26.06856358,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-54,-54,-55,-55,-58,28.71523671,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-56,-56,-56,-56,-56,65.13954747,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-56,-56,-56,-56,-56,65.02539693,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-56,-56,-56,-56,-56,34.03458575,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-48,-48,-49,-49,-49,35.12073901,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-54,-55,-55,-55,-55,44.67909667,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,-53,-54,-54,-55,-55,44.50922701,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,-59,-59,-59,-60,-60,44.35971623,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f2,-59,-59,-59,-60,-60,45.59539654,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-54,-55,-55,-56,-56,37.42092738,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-54,-55,-55,-56,-56,38.89358479,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-57,-59,-59,-60,-61,44.43305099,indoor,
f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-65,-66,-66,-66,-66,49.62638242,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:e3,-64,-64,-65,-65,-70,49.61069634,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:e3,-64,-64,-65,-65,-70,49.58312544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f0,-66,-66,-66,-66,-66,49.52036306,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-66,-66,-67,-67,-70,49.39138622,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-66,-66,-67,-67,-70,49.51661111,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e6,-65,-71,-71,-71,-72,49.40634636,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-67,-70,-70,-70,-70,44.1753956,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-70,-71,-71,-72,-72,44.11354949,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-70,-71,-71,-72,-72,44.07429059,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-57,-57,-58,-58,-58,44.05195325,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-57,-57,-57,-57,-58,43.98235869,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-57,-57,-57,-57,-58,44.0681263,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-58,-58,-58,-58,-63,43.54317182,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-58,-58,-58,-58,-63,42.79473286,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,-52,-57,-57,-58,-58,39.98444369,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-49,-49,-49,51.7851726,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-49,-49,-49,52.27904583,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-50,53.45458426,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-50,53.93476601,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,-51,-53,-53,-54,-54,50.7340189,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,-51,-53,-53,-54,-54,48.27447363,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-47,-47,-47,-47,-50,40.80798034,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-49,-49,-50,-50,-51,36.31459089,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-49,-49,-50,-50,-51,33.28267309,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-46,-46,-46,-46,-46,26.62798454,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-41,-48,-48,-48,-48,43.06957064,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e2,-41,-48,-48,-48,-48,43.06136893,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-37,-37,-37,-37,-37,43.14538128,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-37,-37,-37,-37,-37,43.18277804,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-37,-37,-37,-37,-37,43.13553144,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-38,-38,-39,-39,-42,30.16714101,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-46,-46,-46,-46,-46,29.92215037,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-46,-46,-46,-46,-46,39.19866891,indoor,
f4:2e:7f:79:98:e4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-46,-47,-47,-47,-47,39.91155994,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-41,-41,-41,-41,-45,40.03141924,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-45,-45,-45,-45,-49,44.10370552,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-45,-45,-45,-45,-49,39.71439941,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-50,-50,-50,-51,-51,39.89263392,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-50,-50,-50,-51,-51,39.86186322,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-46,-48,-49,-49,-49,39.7636112,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,-45,-48,-48,-49,-49,39.82713042,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,-45,-48,-48,-49,-49,26.03136372,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-39,-39,-39,-39,-39,40.59859118,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-49,-49,-49,-50,43.31434317,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,-46,-70,-71,-74,-74,40.09392963,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,-46,-70,-71,-74,-74,40.51563705,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-55,41.30585264,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,-46,-46,-46,-46,-47,36.27954581,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,-46,-46,-46,-46,-47,37.34118715,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,-52,-54,-54,-55,-56,37.19744155,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f4,-52,-54,-54,-55,-56,37.13685496,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,-54,-57,-57,-57,-58,37.13654597,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-51,-57,-57,-58,-58,37.22146886,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-51,-57,-57,-58,-58,37.43334245,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-48,37.56639955,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-48,37.59441565,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-48,-48,-48,-48,-48,37.41928162,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-53,-53,-53,-55,-59,25.16696564,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,-53,-53,-53,-55,-59,36.72018282,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:e3,-64,-64,-64,-64,-68,45.51980596,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-66,-67,-67,-67,-69,45.59271653,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-66,-67,-67,-67,-69,45.38460588,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,45.04527345,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,45.48477488,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,45.46835803,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,45.5145093,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,40.67217813,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,42.31135898,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,39.30011635,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,27.20972735,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,34.38206781,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,35.19519544,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f6,-72,-72,-72,-72,-73,38.57987478,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-50,-50,-50,-50,-54,43.86682366,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-50,-50,-50,-50,-54,47.65312746,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-51,-51,-51,-51,-54,49.28977267,indoor,
f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:e5,-58,-58,-59,-59,-60,38.40040607,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-57,-57,-57,-57,35.60503998,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-56,-57,-57,-57,-57,35.52706522,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f5,-55,-58,-58,-58,-59,35.49225027,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-56,-57,-57,-57,44.46450728,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,-51,-56,-57,-57,-57,50.81552689,indoor,
f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:e3,-51,-51,-51,-53,-53,55.76878581,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-55,-57,-57,-58,-58,57.93291935,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-55,-57,-57,-58,-58,47.59135694,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-60,-64,-65,-65,-66,45.61795483,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e6,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e3,-60,-64,-65,-65,-66,45.68996071,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,-60,-63,-63,-64,-64,41.04157512,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,-59,-73,-73,-74,-74,41.36999445,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:98:e3,f4:2e:7f:79:98:e5,f4:2e:7f:79:98:e4,f4:2e:7f:79:98:e6,-59,-73,-73,-74,-74,48.66767137,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-51,-51,-52,-52,-62,32.95656988,indoor,
f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f6,f4:2e:7f:79:98:f2,-51,-51,-52,-52,-62,33.04689347,indoor,
f4:2e:7f:79:98:f2,f4:2e:7f:79:a3:23,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f5,-71,-71,-71,-71,-71,34.03879264,indoor,
