WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT
61,62,63,64,55,-65,-66,-66,-66,-71,40.08308327
61,62,63,64,58,-70,-70,-70,-70,-74,43.00338945
61,62,63,64,58,-70,-70,-70,-70,-74,46.34768769
63,64,61,62,60,-66,-66,-67,-67,-70,44.68117033
87,61,62,90,89,-81,-82,-82,-82,-83,40.62503606
60,87,89,88,63,-80,-81,-82,-82,-82,38.41350242
60,87,89,88,63,-80,-81,-82,-82,-82,40.75286368
60,61,62,63,64,-73,-77,-77,-77,-77,38.91088075
61,63,64,62,66,-81,-82,-82,-83,-83,39.19829366
61,63,64,62,66,-81,-82,-82,-83,-83,40.29615706
61,63,64,62,66,-81,-82,-82,-83,-83,44.21588716
60,33,63,64,61,-83,-83,-84,-84,-85,41.50935424
33,60,62,61,63,-75,-78,-83,-84,-84,39.5177889
61,63,64,62,56,-74,-74,-74,-75,-77,41.08687264
72,61,73,71,70,-86,-87,-87,-87,-87,42.26319887
72,61,73,71,70,-86,-87,-87,-87,-87,40.91490162
61,62,63,64,60,-82,-82,-82,-82,-82,45.15405758
60,62,61,64,63,-84,-86,-87,-87,-88,45.76395258
60,62,64,61,63,-79,-82,-82,-83,-83,40.2200551
70,73,74,60,71,-83,-84,-84,-84,-84,38.46095416
70,73,74,60,71,-83,-84,-84,-84,-84,44.09833428
61,64,62,63,59,-82,-82,-83,-83,-83,39.40025852
57,56,62,58,61,-86,-87,-89,-89,-90,41.27363936
72,75,60,73,70,-87,-87,-87,-88,-88,42.46930762
60,71,70,72,73,-80,-85,-85,-86,-86,41.28396743
61,62,64,59,63,-80,-80,-80,-80,-81,42.45683412
61,62,64,59,63,-80,-80,-80,-80,-81,40.68990308
70,74,71,72,73,-81,-82,-82,-83,-83,35.21807065
61,60,63,64,56,-83,-83,-84,-84,-84,43.41386076
60,64,61,63,62,-79,-82,-83,-83,-83,30.24120865
60,64,61,63,62,-79,-82,-83,-83,-83,35.47852116
93,87,69,63,62,-79,-81,-83,-83,-83,40.85582262
93,95,97,89,91,-76,-82,-82,-83,-83,39.58475104
93,97,94,96,95,-75,-79,-80,-80,-81,41.73660374
93,97,94,96,95,-75,-79,-80,-80,-81,45.45647117
93,97,94,96,95,-75,-79,-80,-80,-81,36.87275715
92,96,94,95,97,-76,-80,-81,-81,-81,42.39286819
92,96,94,95,97,-76,-80,-81,-81,-81,43.47068062
92,96,94,95,97,-76,-80,-81,-81,-81,44.56438734
94,97,95,93,89,-58,-58,-59,-80,-65,42.859375
78,79,77,80,76,-67,-68,-68,-68,-69,46.13759567
78,79,77,80,76,-67,-68,-68,-68,-69,40.1315616
78,79,77,80,76,-67,-68,-68,-68,-69,42.8954275
78,79,77,80,76,-67,-68,-68,-68,-69,41.7928751
78,79,77,80,76,-67,-68,-68,-68,-69,41.87669219
49,43,52,53,50,-65,-72,-74,-74,-75,40.67753514
45,46,47,43,50,-71,-71,-71,-71,-75,41.27292657
45,46,47,43,50,-71,-71,-71,-71,-75,42.38832985
94,95,96,97,93,-83,-83,-83,-83,-84,51.59692979
96,93,94,95,97,-80,-81,-81,-81,-81,39.85286048
94,95,96,97,88,-75,-75,-75,-75,-79,43.66225297
94,95,96,97,88,-75,-75,-75,-75,-79,40.74204893
93,95,97,96,94,-81,-81,-81,-82,-83,47.84171901
93,95,97,96,94,-81,-81,-81,-82,-83,44.76872808
94,95,96,97,93,-69,-70,-70,-70,-71,43.74502204
94,95,96,97,93,-69,-70,-70,-70,-71,43.1226392
88,89,90,87,91,-58,-58,-60,-60,-60,39.56218528
88,89,90,87,91,-58,-58,-60,-60,-60,38.54991501
88,89,90,87,91,-58,-58,-60,-60,-60,43.60081148
78,80,79,77,76,-71,-71,-71,-72,-73,43.34028296
82,83,84,85,86,-67,-70,-70,-70,-70,45.76168791
82,83,84,85,86,-67,-70,-70,-70,-70,39.31218017
49,50,51,52,53,-68,-70,-70,-70,-70,39.11524876
44,47,45,46,43,-67,-68,-68,-69,-76,42.89583586
44,47,45,46,43,-67,-68,-68,-69,-76,42.48590644
44,47,45,46,43,-67,-68,-68,-69,-76,42.18125243
32,43,45,52,44,-82,-84,-84,-85,-85,42.40673216
40,41,50,52,47,-70,-74,-86,-86,-86,41.82509707
40,41,50,52,47,-70,-74,-86,-86,-86,41.82509707
31,90,87,89,91,-89,-93,-93,-95,-95,43.00494924
1,80,76,77,78,-82,-89,-90,-90,-90,42.87419568
1,80,76,77,78,-82,-89,-90,-90,-90,40.41455559
1,80,76,77,78,-82,-89,-90,-90,-90,39.14541824
14,35,90,88,87,-89,-91,-92,-93,-93,36.67904768
14,35,90,88,87,-89,-91,-92,-93,-93,33.78587503
92,94,96,97,93,-86,-86,-87,-88,-89,33.13023617
92,94,96,97,93,-86,-86,-87,-88,-89,33.73715938
1,87,91,90,89,-87,-89,-90,-91,-91,33.75646639
89,88,90,87,91,-89,-90,-90,-90,-90,39.2556848
89,88,90,87,91,-89,-90,-90,-90,-90,42.11547671
40,65,68,69,66,-87,-88,-89,-89,-89,44.72907676
40,69,35,87,88,-89,-91,-91,-93,-93,44.73536963
68,69,65,66,67,-90,-90,-90,-91,-92,44.85687281
36,35,14,42,12,-84,-85,-88,-92,-95,48.9969332
36,35,14,42,12,-84,-85,-88,-92,-95,52.10009522
67,31,68,65,69,-89,-89,-90,-91,-92,49.69868192
